probe,cluster,cluster_name,start_step,end_step,duration_steps,centroid_x,centroid_y,centroid_z,rep_frame_pdb
5,2,Pocket_2,4329,4481,153,3.3761885096463002,7.714431856913186,7.838020971061088,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster2_repframe_4522.pdb
5,3,Pocket_3,4483,4488,6,3.1408819166666686,-2.0294025,7.530747733333331,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster3_repframe_4497.pdb
5,2,Pocket_2,4490,4495,6,3.3761885096463002,7.714431856913186,7.838020971061088,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster2_repframe_4522.pdb
5,3,Pocket_3,4500,4512,13,3.1408819166666686,-2.0294025,7.530747733333331,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster3_repframe_4497.pdb
5,4,Pocket_4,4514,4519,6,12.507928022222218,-2.044145444444444,7.63321245185185,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster4_repframe_4618.pdb
5,2,Pocket_2,4521,4524,4,3.3761885096463002,7.714431856913186,7.838020971061088,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster2_repframe_4522.pdb
5,0,Pocket_0,4526,4552,27,10.6376046042375,7.237169813758828,8.255020058592713,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster0_repframe_2940.pdb
5,4,Pocket_4,4554,4564,11,12.507928022222218,-2.044145444444444,7.63321245185185,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster4_repframe_4618.pdb
5,0,Pocket_0,4571,4577,7,10.6376046042375,7.237169813758828,8.255020058592713,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster0_repframe_2940.pdb
5,4,Pocket_4,4579,4589,11,12.507928022222218,-2.044145444444444,7.63321245185185,/mnt/c/Users/Admin/Documents/Documents/Misc/FBDD project/4MZI_5ns_testA_20251205/gmx_run/post_processing/cv_plots/probe5_cluster4_repframe_4618.pdb
